stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\lcf66\Documents\GitHub\game\I2P1_Final_project-master\Code\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94672] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94673] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94675] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94676] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94677] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94679] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.94680] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.94681] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.94683] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.94684] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.94686] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.94701] added dtor for bitmap 0000000002738310, func 00007ffc0bc71bea
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.94724] Loading sample assets/sound/laser_sfx.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.94728] opening assets/sound/laser_sfx.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.94783] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.94787] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.94789] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.94791] total_samples 80687
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.94793] total_size 322748
dtor     D               dtor.c:196  _al_register_destructor          [   1.95106] added dtor for sample 0000000002716440, func 00007ffc0bda1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   1.95110] added dtor for sample_instance 00000000027c6020, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.95112] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.95114]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.95115]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.95121] opening assets/image/stage.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.95134] opening assets/image/stage.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95142] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95144] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95145] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95147] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95148] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95149] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95151] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95152] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.95153] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.95155] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.95156] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.95158] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.95159] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.95180] added dtor for bitmap 00000000027c3640, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.97211] opening assets/sound/game_scene.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   2.04455] added dtor for sample 0000000002716590, func 00007ffc0bda1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.04491] added dtor for sample_instance 0000000017edf1a0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04495] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04497] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04499] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04501] added dtor for sample_instance 00000000027c34d0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04504] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04506] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04508] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04509] added dtor for sample_instance 00000000027c3a40, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04512] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04513] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04515] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04517] added dtor for sample_instance 0000000002738660, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04519] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04523] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04525] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04528] added dtor for sample_instance 0000000002738780, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04530] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04532] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04534] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04536] added dtor for sample_instance 00000000027388a0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04538] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04540] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04542] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04544] added dtor for sample_instance 00000000027389c0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04547] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04549] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04550] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04552] added dtor for sample_instance 0000000002738ae0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04557] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04559] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04561] added dtor for sample_instance 000000000275e3d0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04563] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04565] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04567] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04568] added dtor for sample_instance 000000000275e4f0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04571] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04573] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04574] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04576] added dtor for sample_instance 000000000275e610, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04578] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04580] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04582] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04584] added dtor for sample_instance 000000000275e730, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04586] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04588] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04590] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04592] added dtor for sample_instance 000000000275ee40, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04595] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04596] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04598] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04600] added dtor for sample_instance 000000000275ec00, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04602] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04604] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04606] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04607] added dtor for sample_instance 000000000275eae0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04610] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04611] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04613] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04615] added dtor for sample_instance 000000000275f620, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04617] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04619] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04622] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04624] added dtor for sample_instance 000000000275ed20, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04626] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04628] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04630] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04632] added dtor for sample_instance 000000000275f500, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04635] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04637] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04639] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04641] added dtor for sample_instance 000000000275e8a0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04643] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04645] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04647] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04648] added dtor for sample_instance 000000000275ef60, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04651] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04652] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04654] 
dtor     D               dtor.c:196  _al_register_destructor          [   2.04656] added dtor for sample_instance 000000000275f080, func 00007ffc0bd9929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   2.04659] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   2.04661] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   2.05195] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   2.05206] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   2.05209] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   2.05211] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   2.05213] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   2.05216] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   2.05218] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   2.05234] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   2.05238] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   2.05248] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.05251] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.05254]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.05256]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.05258] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.05260]  0.050000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.05262]  0.050000
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05265] opening assets/image/floor.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05299] opening assets/image/floor.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05315] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05318] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05320] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05322] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05324] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05332] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05334] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05336] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05339] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05341] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.05387] added dtor for bitmap 00000000027d2240, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05515] opening assets/image/chara_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05578] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05581] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05583] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05585] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05586] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05588] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05590] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05592] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05594] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05596] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05598] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05600] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05602] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.05628] added dtor for bitmap 00000000027c37f0, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05752] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05756] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05759] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05761] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05763] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05765] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05766] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05768] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05770] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05772] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05774] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05776] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.05794] added dtor for bitmap 00000000027d2950, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05888] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05891] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05893] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05895] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05898] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05900] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05902] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05903] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05905] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05907] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05909] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05911] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05913] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.05938] added dtor for bitmap 00000000027d2b00, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06009] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06013] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06014] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06016] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06017] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06020] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06023] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06025] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06027] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06028] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06030] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06032] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06053] added dtor for bitmap 00000000027d2cb0, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06152] opening assets/image/chara_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06195] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06197] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06199] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06200] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06201] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06203] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06204] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06206] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06208] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06209] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06210] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06212] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06280] added dtor for bitmap 00000000027d2e60, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06357] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06360] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06361] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06363] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06364] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06365] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06367] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06368] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06369] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06371] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06372] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06373] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06375] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06404] added dtor for bitmap 00000000027c3160, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06466] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06470] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06471] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06472] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06474] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06475] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06476] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06478] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06479] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06480] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06482] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06483] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06524] added dtor for bitmap 00000000027c3310, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06596] opening assets/image/chara_attack.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06642] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06644] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06646] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06647] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06649] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06650] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06651] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06652] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06654] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06655] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06656] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06658] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06660] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06675] added dtor for bitmap 000000000272c820, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06728] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06730] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06731] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06732] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06734] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06739] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06740] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06742] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06743] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06744] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06783] added dtor for bitmap 000000000272e7f0, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06840] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06842] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06843] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06845] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06846] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06847] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06849] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06850] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06851] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06853] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06854] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06855] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06857] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.06876] added dtor for bitmap 0000000002736630, func 00007ffc0bc71bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06961] Fake format
